school;sex;age;address;famsize;Pstatus;Medu;Fedu;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3;Mjob_health;Mjob_other;Mjob_services;Mjob_teacher;Fjob_health;Fjob_other;Fjob_services;Fjob_teacher;reason_home;reason_other;reason_reputation;guardian_mother;guardian_other
0;1;0.143;1;0;1;1.000;1.000;0.000;0.000;0.000;0;1;0;1;1;1;1;0;0.500;0.750;0.750;0.000;0.750;1.000;0.240;14;11;13;1;0;0;0;0;1;0;0;0;0;0;1;0
0;0;0.143;1;0;1;0.500;0.500;0.000;0.333;0.000;0;0;1;0;1;1;1;1;1.000;0.750;0.750;0.000;0.000;1.000;0.000;8;7;8;0;1;0;0;0;1;0;0;1;0;0;1;0
0;1;0.000;1;0;1;0.750;1.000;0.000;0.000;0.000;1;0;0;0;1;1;1;0;1.000;1.000;1.000;0.500;0.250;1.000;0.000;13;13;12;0;0;1;0;0;0;1;0;1;0;0;0;0
0;0;0.000;1;1;0;0.750;1.000;0.000;0.333;0.000;1;0;0;1;1;1;1;1;1.000;0.500;0.250;0.000;0.000;0.000;0.000;7;10;11;0;1;0;0;0;1;0;0;1;0;0;1;0
0;0;0.571;1;0;1;0.000;0.250;0.000;0.333;1.000;0;1;0;0;0;0;0;0;0.500;0.750;0.250;0.000;0.000;1.000;0.027;7;8;9;0;0;0;0;0;1;0;0;0;0;0;0;1
0;1;0.429;0;0;1;0.500;0.500;0.000;0.000;0.667;0;1;0;1;1;1;1;0;0.500;0.500;0.500;0.000;0.250;0.750;0.000;7;4;0;0;0;1;0;0;1;0;0;0;0;1;1;0
0;1;0.143;0;0;1;1.000;1.000;0.000;0.000;0.000;0;0;1;1;1;1;1;0;0.500;1.000;1.000;0.250;1.000;0.750;0.107;18;18;18;0;0;0;1;0;0;0;1;0;0;0;1;0
0;0;0.000;0;0;1;0.750;1.000;0.333;0.667;0.667;0;1;0;0;1;1;1;1;0.750;0.250;0.250;0.250;0.250;1.000;0.000;12;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
0;0;0.000;1;0;1;0.250;0.250;0.667;0.000;0.000;0;1;0;1;0;1;1;1;0.750;0.500;0.500;0.000;0.250;0.750;0.000;8;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;0;0.286;1;1;1;0.500;0.500;0.000;0.000;0.000;0;1;0;0;1;1;1;1;0.500;0.750;0.750;0.000;0.500;1.000;0.160;10;13;12;0;1;0;0;0;1;0;0;0;0;0;0;0
0;0;0.143;1;0;0;0.750;1.000;0.000;0.000;0.000;0;0;0;0;1;1;1;0;0.500;0.250;0.000;0.000;0.750;1.000;0.213;12;11;11;0;0;1;0;0;1;0;0;0;0;0;0;0
0;1;0.000;0;0;1;0.750;1.000;1.000;0.333;0.000;0;1;0;0;1;1;0;1;1.000;0.500;0.500;0.000;0.000;1.000;0.000;9;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
0;0;0.000;1;0;1;1.000;1.000;0.000;0.667;0.000;0;1;0;1;1;1;1;1;0.750;0.500;0.500;0.000;0.000;1.000;0.000;11;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;1;0.286;0;0;1;0.750;1.000;0.667;0.333;0.000;0;0;0;0;1;1;0;0;1.000;0.750;1.000;0.250;0.750;1.000;0.000;10;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;0;0.143;1;0;0;0.750;0.750;0.333;0.000;0.667;0;1;0;1;0;1;1;1;0.750;0.500;0.250;0.000;0.000;1.000;0.000;4;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1
0;1;0.143;1;1;1;0.250;0.250;0.000;0.333;0.333;0;0;0;0;1;1;0;1;0.750;0.750;0.750;0.000;0.500;1.000;0.000;14;12;12;0;0;1;0;0;1;0;0;0;0;0;1;0
0;0;0.000;1;0;1;1.000;1.000;0.333;0.000;0.000;0;0;0;1;1;1;1;0;0.750;0.500;0.250;0.000;0.000;1.000;0.000;16;16;15;0;0;0;1;0;0;0;1;0;0;0;1;0
0;1;0.000;1;0;1;1.000;0.750;0.333;1.000;0.000;1;1;0;0;1;1;1;0;0.250;0.250;0.250;0.000;0.000;0.500;0.000;7;9;0;0;0;0;1;0;0;1;0;0;0;0;0;0
0;1;0.143;1;1;1;0.500;0.500;0.333;0.000;0.667;0;1;0;1;1;1;1;0;0.250;0.500;0.500;0.250;0.250;0.250;0.107;9;9;9;0;0;1;0;0;0;1;0;0;0;1;0;0
0;0;0.000;1;0;1;1.000;1.000;0.000;0.667;0.000;0;1;1;1;1;1;1;0;0.750;0.250;0.250;0.000;0.000;1.000;0.027;9;11;11;0;0;0;1;0;0;1;0;0;0;0;1;0
0;0;0.143;1;1;1;0.250;0.250;0.000;0.000;0.000;0;0;0;0;1;1;1;0;0.500;0.750;0.750;0.500;0.500;0.000;0.027;14;14;13;0;0;0;0;0;0;0;0;0;0;0;1;0
0;1;0.286;1;0;1;0.500;0.250;0.000;0.000;1.000;0;1;0;0;1;1;1;0;1.000;0.750;1.000;0.000;0.250;1.000;0.000;5;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0
0;0;0.000;1;0;1;0.250;0.250;0.000;0.333;0.000;0;1;1;0;1;1;1;0;0.750;0.750;0.250;0.000;0.250;1.000;0.000;8;11;11;0;1;0;0;0;0;1;0;0;0;0;0;0
0;0;0.000;1;0;1;0.750;0.500;0.000;0.333;1.000;0;1;0;0;1;1;1;0;0.500;0.500;0.250;0.000;0.000;0.500;0.000;6;7;0;1;0;0;0;0;0;1;0;1;0;0;0;0
0;0;0.000;1;0;1;0.250;0.500;0.000;0.333;0.000;0;1;1;0;0;1;1;0;0.750;0.500;0.250;0.000;0.000;1.000;0.027;10;11;11;0;0;0;0;0;1;0;0;0;0;0;1;0
0;1;0.143;1;0;1;1.000;1.000;0.000;0.000;0.000;0;1;0;0;1;0;1;1;0.500;0.500;0.250;0.250;0.000;1.000;0.000;7;6;0;0;0;0;1;0;0;0;1;0;0;0;1;0
0;1;0.000;1;1;0;0.500;0.250;1.000;0.000;1.000;0;0;0;0;1;1;1;0;0.750;1.000;1.000;0.250;1.000;1.000;0.000;8;9;10;0;0;1;0;0;1;0;0;0;0;0;1;0
0;1;0.429;1;1;1;0.250;0.250;0.000;0.000;1.000;0;0;0;0;1;0;1;1;0.250;0.500;1.000;0.250;1.000;0.750;0.000;6;5;0;0;1;0;0;0;1;0;0;0;0;0;1;0
0;1;0.143;1;1;1;0.500;0.250;0.000;0.000;0.333;0;0;0;1;1;1;0;1;0.750;0.750;0.750;0.500;1.000;1.000;0.080;12;13;14;0;0;0;0;0;1;0;0;0;0;0;1;0
0;0;0.000;0;0;1;0.750;0.750;0.333;0.667;0.667;0;1;1;1;1;1;1;1;0.750;0.250;0.000;0.250;0.500;0.500;0.107;10;10;10;0;0;1;0;0;0;1;0;0;0;1;0;1
0;1;0.571;1;0;1;0.750;0.500;0.000;0.000;1.000;0;1;0;0;1;0;1;1;0.750;1.000;0.750;0.000;0.000;0.750;0.000;5;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0
0;0;0.286;1;0;1;1.000;1.000;0.000;0.000;0.000;1;1;0;0;1;1;0;1;0.750;0.250;0.000;0.000;0.000;0.750;0.000;11;11;12;0;1;0;0;0;0;0;1;0;0;0;1;0
0;1;0.000;0;0;1;0.500;0.750;0.000;0.333;0.000;1;0;1;1;1;1;0;0;0.750;0.750;0.750;0.000;0.000;0.000;0.027;11;8;8;0;0;0;0;0;0;1;0;0;0;0;1;0
0;1;0.286;0;1;1;0.250;0.500;0.000;0.000;0.000;0;0;0;0;1;1;0;0;0.250;0.250;0.250;0.500;0.500;1.000;0.107;16;12;13;0;1;0;0;0;1;0;0;0;0;1;1;0
0;0;0.429;0;0;1;0.250;0.250;0.667;0.000;1.000;0;1;0;1;0;1;0;0;1.000;0.250;1.000;0.000;1.000;0.750;0.080;9;8;10;0;0;0;0;0;1;0;0;0;0;0;1;0
0;1;0.143;0;0;1;0.500;0.500;0.667;0.000;0.000;0;0;0;0;0;1;0;0;0.750;0.250;0.250;0.000;0.250;0.500;0.027;17;15;15;0;0;0;0;0;1;0;0;0;0;0;1;0
0;1;0.143;1;0;1;0.750;0.750;0.000;0.333;0.333;0;1;1;0;1;1;1;1;0.750;1.000;1.000;0.750;0.750;1.000;0.053;10;12;12;0;1;0;0;0;0;1;0;0;0;0;0;0
0;1;0.286;0;1;1;0.500;0.250;0.333;0.000;0.667;0;0;0;1;1;0;1;1;0.500;0.500;0.250;0.250;0.250;1.000;0.000;7;6;0;0;0;0;0;0;1;0;0;0;0;0;1;0
0;1;0.000;0;0;1;0.750;0.500;0.333;0.333;0.667;1;1;0;0;1;1;1;1;0.750;0.750;0.750;0.000;0.750;0.500;0.080;5;9;7;0;1;0;0;0;1;0;0;0;0;0;1;0
0;1;0.143;1;1;1;0.250;0.500;0.333;0.000;0.333;0;0;0;1;1;1;0;0;0.750;0.750;0.750;0.250;0.750;1.000;0.000;7;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
0;1;0.286;1;0;1;0.250;0.750;0.000;0.000;0.000;0;0;0;0;1;0;1;0;1.000;0.500;0.500;0.000;0.750;0.250;0.027;10;10;10;0;0;0;0;0;0;1;0;0;0;0;0;0
0;1;0.286;0;1;1;0.250;0.250;1.000;0.333;1.000;0;0;0;1;1;0;0;1;1.000;0.500;1.000;0.000;1.000;1.000;0.000;5;8;7;0;1;0;0;0;0;1;0;0;0;0;1;0
0;1;0.143;1;0;1;0.750;0.500;0.333;0.000;0.333;0;1;0;1;0;0;0;0;0.750;1.000;0.250;0.000;0.000;0.250;0.213;12;11;12;0;0;1;0;0;0;1;0;0;0;0;1;0
0;1;0.143;1;0;1;0.500;0.500;0.000;0.333;0.000;0;0;0;0;1;0;1;0;0.750;0.500;1.000;0.250;0.750;0.750;0.053;10;10;10;0;1;0;0;0;1;0;0;0;0;0;0;0
0;0;0.143;1;0;1;1.000;0.500;0.000;0.333;0.000;0;0;1;0;1;1;1;1;0.750;0.250;0.500;0.000;0.000;0.500;0.000;14;15;16;1;0;0;0;0;0;1;0;1;0;0;0;0
0;0;0.143;1;0;1;0.500;0.500;0.000;0.333;0.000;0;1;1;0;0;1;1;0;1.000;0.000;1.000;0.000;0.000;0.750;0.000;6;7;0;0;1;0;0;0;1;0;0;1;0;0;1;0
0;0;0.143;1;0;1;1.000;1.000;0.000;0.333;0.000;0;1;1;0;1;1;1;1;0.750;0.750;0.250;0.000;0.000;0.500;0.000;14;14;14;1;0;0;0;1;0;0;0;0;0;1;1;0
0;1;0.143;1;0;1;0.750;1.000;0.667;0.000;0.667;0;1;0;1;0;1;1;0;0.500;0.750;1.000;0.250;0.750;0.250;0.000;6;5;0;0;1;0;0;0;1;0;0;0;0;0;0;0
0;1;0.143;1;0;1;0.250;0.000;0.333;0.333;0.000;0;1;1;1;1;1;1;1;0.750;0.500;0.250;0.000;0.000;0.500;0.027;13;15;16;0;1;0;0;0;1;0;0;0;0;1;1;0
0;1;0.286;1;1;1;1.000;1.000;0.000;0.333;0.000;0;1;1;1;1;1;1;0;0.750;0.750;0.750;0.000;0.500;1.000;0.000;13;11;10;0;0;0;1;0;1;0;0;0;0;1;1;0
0;0;0.143;1;0;1;0.250;0.750;0.000;0.333;1.000;0;0;0;1;0;1;1;1;0.750;0.500;1.000;0.000;0.000;0.500;0.000;8;7;0;0;0;0;0;0;0;1;0;1;0;0;1;0
0;0;0.143;1;1;1;0.750;0.750;0.333;0.333;0.000;0;1;1;1;1;1;1;0;0.750;0.750;1.000;0.000;0.000;0.750;0.053;10;11;9;0;1;0;0;0;1;0;0;0;0;1;1;0
0;1;0.286;1;1;1;1.000;0.750;0.333;0.333;0.000;0;0;1;1;1;1;1;0;0.750;0.750;0.750;0.750;0.750;0.750;0.053;10;9;9;0;0;0;1;0;1;0;0;0;0;0;1;0
0;0;0.143;1;0;1;0.500;0.500;0.333;0.333;0.000;0;0;1;1;0;1;1;0;0.500;0.750;0.750;0.000;0.750;1.000;0.027;13;13;11;0;0;1;0;0;1;0;0;0;0;1;1;0
0;1;0.286;1;0;1;0.750;0.750;0.000;0.333;0.000;0;0;0;1;0;1;1;0;0.750;0.500;0.750;0.000;0.750;0.750;0.053;6;5;6;0;1;0;0;0;1;0;0;0;0;1;0;0
0;1;0.143;0;0;1;1.000;0.500;0.000;0.000;0.000;0;1;0;1;1;1;1;1;0.750;0.500;0.500;0.500;0.750;0.500;0.133;10;8;9;0;0;0;1;0;0;1;0;0;1;0;1;0
0;1;0.286;1;0;1;1.000;0.750;0.000;0.333;0.000;0;1;0;1;1;1;1;1;1.000;0.250;0.500;0.000;0.000;0.250;0.053;10;10;11;0;1;0;0;0;1;0;0;0;0;0;1;0
0;1;0.143;1;0;1;1.000;0.750;0.000;0.333;0.000;0;1;1;1;1;1;1;0;0.500;0.750;0.500;0.250;0.500;0.500;0.133;9;8;8;0;0;0;1;0;1;0;0;1;0;0;1;0
0;1;0.143;1;0;1;0.750;0.750;0.000;0.333;0.000;0;0;1;1;1;1;1;1;0.750;0.250;0.500;0.000;0.250;0.500;0.027;12;13;12;0;0;1;0;0;1;0;0;1;0;0;1;0
0;0;0.286;1;0;1;0.500;1.000;0.000;0.333;0.000;0;1;0;1;1;1;0;0;1.000;0.750;0.250;0.250;0.500;1.000;0.000;16;17;17;0;0;1;0;0;0;1;0;0;0;1;0;0
0;0;0.286;1;1;1;0.750;0.750;0.000;0.333;0.000;0;1;0;1;1;1;1;1;1.000;0.500;0.500;0.250;0.500;0.000;0.747;9;9;8;0;1;0;0;0;1;0;0;0;0;1;1;0
0;0;0.143;1;0;1;0.750;0.500;0.000;0.333;0.000;0;1;1;0;1;1;1;0;0.000;0.250;0.250;0.000;0.250;0.000;0.187;12;13;12;0;1;0;0;0;1;0;0;0;0;1;1;0
0;1;0.286;1;0;1;0.750;0.750;0.000;0.333;0.000;0;1;0;1;1;1;1;1;0.750;0.500;0.750;0.250;0.500;0.750;0.160;12;12;11;0;0;1;0;0;0;1;0;0;1;0;1;0
0;1;0.143;1;0;1;0.250;0.500;0.000;0.000;0.000;0;1;1;1;1;1;1;1;0.500;0.500;0.500;0.000;0.250;0.500;0.027;11;12;11;0;0;1;0;0;0;1;0;0;1;0;1;0
0;1;0.143;1;1;1;0.500;0.250;0.000;0.333;0.000;0;0;1;1;1;1;1;1;0.750;0.250;0.500;0.000;0.250;1.000;0.000;15;15;15;0;1;0;0;0;1;0;0;0;0;0;1;0
0;0;0.286;1;0;0;0.750;0.750;0.000;0.333;0.000;0;1;0;0;0;1;1;1;0.500;0.500;0.500;0.000;0.500;0.500;0.080;8;7;9;1;0;0;0;0;1;0;0;0;0;1;1;0
0;1;0.286;0;0;1;0.250;0.500;0.000;0.333;0.000;0;0;0;0;1;1;0;0;0.500;0.000;0.500;0.000;1.000;0.500;0.053;8;9;10;0;0;0;0;0;1;0;0;1;0;0;1;0
0;0;0.143;1;0;1;0.500;0.750;0.000;0.333;0.000;0;0;0;0;1;1;1;0;0.750;0.500;0.500;0.000;0.000;0.250;0.133;11;12;13;0;0;1;0;0;0;1;0;0;0;0;1;0
0;0;0.286;1;0;1;0.250;0.250;0.000;0.333;0.000;0;0;0;1;1;1;1;0;1.000;0.500;0.500;0.000;0.000;0.500;0.000;8;8;9;0;0;0;0;0;0;1;0;0;0;0;1;0
0;1;0.286;1;0;1;0.250;0.500;0.333;0.333;0.000;0;0;1;1;0;1;1;0;0.750;0.750;0.750;0.750;1.000;1.000;0.160;7;8;8;0;0;0;0;0;0;1;0;0;1;0;0;1
0;1;0.143;0;0;1;0.750;0.750;0.000;0.000;0.000;0;1;0;1;1;1;1;0;0.750;0.500;0.250;0.500;0.750;1.000;0.107;8;9;10;0;0;1;0;0;0;1;0;0;0;1;1;0
0;1;0.143;1;0;1;0.500;0.750;0.333;0.000;0.000;0;0;0;0;1;1;1;0;1.000;0.500;0.500;0.000;0.000;0.500;0.000;13;14;14;0;1;0;0;0;1;0;0;1;0;0;0;0
0;0;0.286;1;1;1;0.500;1.000;0.000;0.333;0.000;0;0;0;1;1;1;1;1;0.750;0.500;0.250;0.000;0.000;1.000;0.000;14;15;15;0;0;1;0;0;0;1;0;0;0;0;0;0
0;1;0.286;1;0;1;1.000;1.000;0.000;0.000;0.000;0;0;0;0;1;1;1;0;1.000;0.250;0.500;0.000;0.250;1.000;0.053;17;15;16;0;0;1;0;0;0;0;1;1;0;0;1;0
0;1;0.143;0;1;1;0.750;0.750;0.667;0.000;0.000;0;1;1;1;1;1;1;0;0.500;0.500;0.750;0.500;1.000;0.500;0.107;9;9;10;0;0;0;1;0;1;0;0;1;0;0;0;0
0;0;0.286;1;0;1;1.000;1.000;0.333;0.000;0.333;0;1;0;0;1;1;1;0;0.750;0.250;0.750;0.250;0.500;0.250;0.320;18;18;18;0;0;1;0;0;0;0;1;1;0;0;1;0
0;0;0.143;1;1;1;1.000;1.000;0.000;0.333;0.000;0;1;1;0;1;1;1;0;0.750;1.000;0.250;0.000;0.250;0.500;0.000;9;9;10;0;0;0;1;0;0;0;1;0;0;1;1;0
0;0;0.143;1;0;1;1.000;0.750;0.000;0.333;0.000;0;1;0;1;1;1;1;0;0.750;0.500;1.000;0.000;1.000;0.250;0.027;16;16;16;1;0;0;0;0;1;0;0;1;0;0;1;0
0;0;0.143;1;0;1;0.500;0.750;0.000;0.333;0.000;1;1;1;1;1;1;0;0;0.750;0.750;0.500;0.000;0.500;0.750;0.080;8;10;10;0;1;0;0;0;1;0;0;0;0;1;1;0
0;0;0.286;1;0;1;0.250;0.250;0.000;0.333;0.000;0;1;1;0;0;1;0;0;0.750;0.750;0.750;0.000;0.500;0.000;0.053;9;9;10;0;1;0;0;0;1;0;0;0;0;0;1;0
0;0;0.286;0;0;1;0.500;0.500;0.000;0.000;0.000;0;1;0;0;1;1;1;0;1.000;0.500;0.250;0.000;0.250;0.500;0.240;7;6;6;0;1;0;0;0;1;0;0;0;0;1;1;0
0;0;0.143;0;0;1;0.500;0.500;0.333;1.000;0.000;0;1;1;1;0;1;1;0;1.000;0.500;1.000;0.000;0.000;1.000;0.080;10;10;11;0;0;1;0;0;0;1;0;0;0;1;1;0
0;0;0.286;1;0;1;0.750;1.000;0.000;0.667;0.333;0;1;1;0;1;1;1;1;0.750;0.750;0.500;0.500;0.750;1.000;0.373;10;9;9;0;0;0;0;0;0;1;0;1;0;0;1;0
0;0;0.143;1;0;0;0.750;0.250;0.000;0.333;1.000;0;1;1;0;1;1;1;0;0.250;0.500;0.500;0.250;0.250;0.750;0.067;7;7;7;0;0;1;0;0;1;0;0;0;0;0;1;0
0;0;0.143;1;0;1;1.000;0.750;0.000;0.333;0.000;0;0;1;1;1;1;1;1;0.000;0.500;0.250;0.000;0.000;0.000;0.133;11;12;13;0;0;0;1;0;1;0;0;0;1;0;1;0
0;0;0.143;1;0;1;0.250;0.250;0.333;0.000;0.000;0;1;1;0;1;1;0;0;0.750;0.500;0.250;0.000;0.750;1.000;0.080;9;9;10;0;0;0;0;0;1;0;0;1;0;0;1;0
0;0;0.286;0;0;1;1.000;0.750;0.333;0.667;0.000;0;1;1;1;1;1;1;1;0.750;0.750;0.250;0.000;0.000;0.750;0.080;7;7;7;0;0;0;1;0;1;0;0;0;0;1;1;0
0;0;0.571;1;0;1;0.750;0.750;0.000;1.000;0.000;0;1;1;1;1;1;1;0;0.750;0.500;0.500;0.000;0.250;0.500;0.133;8;8;8;0;1;0;0;0;1;0;0;0;0;1;0;1
0;1;0.286;1;1;1;1.000;1.000;0.000;0.333;0.000;0;1;1;0;1;1;1;1;1.000;0.500;1.000;0.750;1.000;0.500;0.173;12;12;13;0;0;1;0;0;1;0;0;1;0;0;1;0
0;0;0.143;1;0;0;0.500;0.500;0.000;0.333;0.000;1;1;1;0;1;1;1;0;0.500;0.500;0.750;0.000;0.000;0.750;0.000;12;13;14;0;1;0;0;0;1;0;0;0;0;1;1;0
0;1;0.429;1;0;1;0.500;0.500;0.000;0.333;0.333;0;1;1;1;1;1;1;0;0.750;0.750;0.750;0.250;0.750;1.000;0.200;6;7;8;0;0;1;0;0;1;0;0;1;0;0;1;0
0;0;0.286;0;1;1;1.000;1.000;0.000;0.000;0.000;0;1;1;0;1;1;0;0;1.000;0.250;0.000;0.000;0.250;0.500;0.160;8;10;10;0;0;1;0;0;1;0;0;0;1;0;1;0
0;0;0.286;1;1;1;0.750;0.500;0.333;0.333;0.000;0;0;1;0;1;1;1;0;0.750;0.750;0.750;0.000;0.500;0.000;0.027;14;15;15;0;1;0;0;0;1;0;0;0;0;1;1;0
0;0;0.286;1;0;1;1.000;0.750;0.000;0.333;0.667;0;0;1;0;1;1;1;1;0.500;0.750;1.000;0.250;0.750;0.000;0.293;6;6;4;0;1;0;0;0;1;0;0;0;0;1;1;0
0;1;0.429;1;1;1;0.750;0.750;0.000;0.333;0.333;0;1;1;0;1;1;1;0;0.500;0.250;0.750;0.250;0.750;0.750;0.173;6;6;8;0;0;1;0;1;0;0;0;1;0;0;0;0
0;0;0.286;1;0;1;0.500;0.750;0.333;0.000;0.000;0;1;1;0;1;1;0;0;0.500;0.500;0.500;0.000;0.750;0.500;0.040;7;7;8;0;0;0;0;0;1;0;0;1;0;0;0;0
0;0;0.286;1;0;1;0.500;0.500;0.000;0.667;0.000;0;1;1;1;1;1;1;0;0.750;0.500;0.500;0.000;0.000;0.750;0.053;9;10;10;0;0;0;0;0;0;0;0;0;0;0;1;0
0;0;0.286;0;0;1;0.500;0.250;0.333;0.333;0.000;0;1;0;1;1;1;1;0;0.750;0.250;1.000;0.000;0.250;1.000;0.027;6;6;6;0;0;0;0;0;0;1;0;0;0;1;1;0
0;0;0.286;1;0;1;0.250;0.250;0.000;0.667;0.333;0;1;0;1;1;1;0;1;0.750;0.500;0.750;0.000;0.000;1.000;0.000;6;5;0;0;0;0;0;0;1;0;0;0;0;1;1;0
0;0;0.143;1;0;1;0.500;0.750;0.000;0.333;0.000;1;0;0;0;1;1;1;0;0.250;0.500;0.000;0.000;0.000;0.500;0.027;16;16;17;0;0;1;0;0;0;0;1;0;1;0;1;0
0;1;0.429;1;0;1;0.500;0.500;0.333;0.333;0.000;0;1;1;0;1;1;1;0;0.500;0.500;0.500;1.000;1.000;0.750;0.000;12;13;13;0;1;0;0;0;1;0;0;1;0;0;1;0
0;0;0.143;1;0;1;1.000;1.000;0.000;0.667;0.000;0;1;0;1;0;1;1;0;1.000;0.500;0.250;0.000;0.000;1.000;0.000;13;13;14;0;0;0;1;0;0;1;0;1;0;0;1;0
0;0;0.429;0;0;1;0.750;0.250;0.000;0.333;0.333;0;0;0;1;1;1;1;1;1.000;0.500;0.500;0.000;0.000;0.750;0.213;9;8;7;0;1;0;0;0;1;0;0;0;0;1;1;0
0;0;0.286;1;0;1;0.750;0.500;0.000;0.333;0.000;0;0;0;1;0;1;1;0;1.000;0.500;0.750;0.000;0.500;0.500;0.133;16;15;15;0;1;0;0;0;1;0;0;0;0;0;1;0
0;1;0.286;1;1;1;0.500;0.750;0.000;0.333;0.000;0;1;1;0;0;1;1;0;1.000;0.500;0.500;0.000;0.500;0.500;0.027;12;11;12;0;0;1;0;0;0;1;0;0;0;1;0;0
0;1;0.429;1;1;1;0.500;0.250;1.000;0.333;0.000;1;1;1;1;1;1;1;1;0.750;0.500;0.250;0.750;1.000;0.500;0.187;10;8;9;0;0;0;0;0;1;0;0;0;0;0;1;0
0;0;0.286;1;0;0;0.500;0.250;0.333;0.667;0.000;0;0;0;1;1;1;1;1;0.500;0.250;0.500;0.000;0.250;0.500;0.133;12;10;12;0;1;0;0;0;1;0;0;0;0;0;1;0
0;0;0.286;1;1;1;1.000;0.750;0.000;0.333;0.000;0;0;0;1;1;1;1;1;0.500;0.250;0.500;0.000;0.250;0.500;0.187;13;13;14;1;0;0;0;0;1;0;0;0;0;1;0;0
0;1;0.286;0;0;1;0.500;0.500;0.333;0.333;0.000;0;1;1;1;1;1;1;0;0.750;1.000;0.250;0.000;0.000;0.000;0.053;11;11;11;0;1;0;0;0;1;0;0;0;0;0;0;0
0;1;0.286;1;0;1;1.000;1.000;0.000;0.333;0.000;1;1;0;1;1;1;1;1;0.750;1.000;1.000;0.000;0.500;0.250;0.187;11;9;9;0;0;0;1;0;0;0;1;0;0;1;1;0
0;1;0.143;1;0;1;1.000;1.000;0.000;0.333;0.000;0;1;1;1;1;1;1;0;0.750;0.250;0.750;0.250;0.750;0.000;0.027;14;13;13;1;0;0;0;0;1;0;0;0;0;1;0;0
0;1;0.143;1;1;1;0.250;0.250;0.333;0.333;0.000;0;1;1;0;1;1;1;0;0.500;0.750;0.250;0.000;0.000;1.000;0.240;9;7;6;0;1;0;0;0;1;0;0;1;0;0;1;0
0;1;0.143;1;0;1;0.750;0.500;0.333;0.667;0.000;0;0;0;1;1;1;1;1;1.000;0.500;0.500;0.000;0.500;0.250;0.133;11;9;10;0;0;0;0;0;1;0;0;0;0;1;1;0
0;1;0.286;1;1;1;0.500;0.500;0.000;0.333;0.000;0;0;1;1;0;1;1;1;0.750;0.750;0.250;1.000;1.000;0.750;0.053;14;13;13;0;1;0;0;0;1;0;0;1;0;0;0;0
0;0;0.143;1;0;1;0.500;0.250;0.000;0.000;0.000;0;0;0;0;1;1;1;1;0.750;1.000;0.250;0.000;0.000;1.000;0.267;13;12;12;0;1;0;0;0;1;0;0;1;0;0;1;0
0;0;0.286;0;0;1;0.500;0.250;0.667;0.333;0.000;0;0;0;1;1;1;0;0;0.250;0.000;0.000;0.000;0.000;0.500;0.027;13;11;11;0;0;0;0;0;0;1;0;0;0;0;1;0
0;1;0.429;1;0;1;0.500;0.500;0.000;0.333;0.333;0;0;0;0;1;0;1;0;1.000;1.000;0.750;0.500;1.000;0.250;0.000;7;7;0;0;1;0;0;0;0;1;0;0;0;1;0;0
0;1;0.286;1;1;1;1.000;0.750;0.333;0.333;0.000;0;0;0;1;1;1;1;1;0.250;1.000;1.000;0.000;0.750;1.000;0.187;12;12;12;1;0;0;0;0;1;0;0;0;0;0;1;0
0;1;0.286;0;1;0;1.000;1.000;0.333;0.333;0.000;0;1;1;0;1;1;1;0;0.500;0.500;0.500;0.250;0.500;0.750;0.027;10;11;12;0;0;0;1;0;1;0;0;0;0;0;1;0
0;1;0.143;1;1;1;1.000;0.750;0.000;0.000;0.000;0;0;0;1;0;1;1;0;1.000;0.750;1.000;0.000;0.000;0.500;0.000;6;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0
0;1;0.143;1;0;1;1.000;1.000;0.000;0.000;0.000;0;0;0;1;1;1;1;0;1.000;0.500;0.250;0.000;0.250;1.000;0.000;13;12;12;0;0;1;0;0;0;1;0;0;0;0;1;0
0;0;0.429;1;0;1;0.500;0.250;0.333;0.667;0.000;0;1;1;0;0;1;1;1;0.750;0.750;0.750;0.000;0.000;0.500;0.000;7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1
0;1;0.143;1;0;1;0.500;0.250;0.667;0.000;0.000;0;0;0;0;1;1;1;0;0.750;0.500;0.500;0.000;0.000;0.750;0.080;18;18;18;0;1;0;0;0;1;0;0;0;0;0;1;0
0;1;0.286;1;0;1;0.500;0.750;0.333;0.000;0.000;0;0;0;0;1;1;1;0;1.000;0.250;0.250;0.000;0.000;0.250;0.053;12;12;13;0;1;0;0;0;1;0;0;0;0;0;0;0
0;1;1.000;1;0;1;0.750;0.250;0.000;0.000;1.000;0;0;0;0;0;0;1;1;1.000;0.750;1.000;1.000;1.000;0.000;0.213;6;8;8;0;0;1;0;0;0;1;0;0;1;0;1;0
